Season,Injury,from,until,Days,Games missed,age,player_name,tm_id,sb_id
14/15,Thigh Problems,2015-01-21,2015-01-25,4,1,27.0,Tomer Hemed,112668,3040
12/13,Achilles tendon rupture,2013-05-27,2013-11-27,184,17,25.0,Tomer Hemed,112668,3040
21/22,Bruised Hip,2021-12-04,2022-01-14,41,2,34.0,Markus Suttner,31514,3221
21/22,Muscle Injury,2021-10-15,2021-10-22,7,1,34.0,Markus Suttner,31514,3221
20/21,Ill,2021-04-09,2021-04-19,10,2,33.0,Markus Suttner,31514,3221
20/21,Sideband tear in the knee,2021-02-06,2021-04-02,55,8,33.0,Markus Suttner,31514,3221
19/20,Hamstring Injury,2019-12-01,2019-12-21,20,3,32.0,Markus Suttner,31514,3221
19/20,Muscular problems,2019-09-18,2019-11-05,48,7,32.0,Markus Suttner,31514,3221
19/20,Abdominal Influenza,2019-08-28,2019-09-04,7,1,32.0,Markus Suttner,31514,3221
19/20,Adductor problems,2019-04-03,2019-04-19,16,2,32.0,Markus Suttner,31514,3221
18/19,Neck Injury,2019-03-03,2019-03-10,7,0,31.0,Markus Suttner,31514,3221
16/17,Muscular problems,2017-05-15,2017-07-01,47,1,29.0,Markus Suttner,31514,3221
16/17,Ruptured ankle aigament,2017-05-08,2017-05-11,3,0,29.0,Markus Suttner,31514,3221
16/17,Minor Knock,2016-11-21,2016-11-24,3,0,29.0,Markus Suttner,31514,3221
15/16,Metatarsal Fracture,2015-11-23,2016-01-25,63,5,28.0,Markus Suttner,31514,3221
14/15,Torn Muscle Fibre,2014-10-20,2014-11-20,31,4,27.0,Markus Suttner,31514,3221
13/14,Achilles tendon problems,2014-01-30,2014-02-03,4,0,26.0,Markus Suttner,31514,3221
11/12,Fractured Rib,2012-03-22,2012-04-12,21,4,24.0,Markus Suttner,31514,3221
11/12,Bruised Rib,2012-03-12,2012-03-19,7,1,24.0,Markus Suttner,31514,3221
10/11,Muscular problems,2010-10-14,2010-10-21,7,1,23.0,Markus Suttner,31514,3221
10/11,Muscle fiber tear,2010-09-23,2010-09-30,7,1,23.0,Markus Suttner,31514,3221
09/10,Abdominal Strain,2009-10-29,2009-11-19,21,3,22.0,Markus Suttner,31514,3221
09/10,Gastric problems,2009-08-27,2009-09-03,7,2,22.0,Markus Suttner,31514,3221
08/09,Muscular problems,2009-05-14,2009-05-21,7,2,21.0,Markus Suttner,31514,3221
08/09,Stretched Ligament,2009-02-12,2009-03-05,21,2,21.0,Markus Suttner,31514,3221
07/08,Metatarsal Fracture,2008-04-17,2008-06-12,56,2,20.0,Markus Suttner,31514,3221
07/08,Sideband strain in the knee,2008-01-17,2008-02-07,21,0,20.0,Markus Suttner,31514,3221
21/22,Cruciate Ligament Rupture,2021-07-22,2022-04-22,274,39,32.0,Ezequiel Schelotto,119164,3613
20/21,Torn muscle bundle,2021-06-26,2021-07-22,26,3,31.0,Ezequiel Schelotto,119164,3613
20/21,Torn muscle bundle,2021-03-24,2021-04-16,23,4,31.0,Ezequiel Schelotto,119164,3613
18/19,Cruciate Ligament Rupture,2019-03-08,2019-05-31,84,12,29.0,Ezequiel Schelotto,119164,3613
16/17,Unknown Injury,2016-11-27,2016-12-24,27,7,27.0,Ezequiel Schelotto,119164,3613
14/15,Ankle Injury,2014-09-25,2014-10-13,18,2,25.0,Ezequiel Schelotto,119164,3613
13/14,Distortion of the ankle,2014-04-19,2014-04-25,6,1,24.0,Ezequiel Schelotto,119164,3613
12/13,Flu,2013-03-15,2013-03-18,3,0,23.0,Ezequiel Schelotto,119164,3613
12/13,Flu,2013-01-18,2013-01-22,4,1,23.0,Ezequiel Schelotto,119164,3613
12/13,Flu,2012-12-16,2012-12-23,7,2,23.0,Ezequiel Schelotto,119164,3613
12/13,Overstretching,2012-09-10,2012-09-17,7,1,23.0,Ezequiel Schelotto,119164,3613
22/23,Sciatic Problem,2022-09-29,2022-10-17,18,5,30.0,Thibaut Courtois,108390,3509
21/22,Pubitis,2022-05-30,2022-06-30,31,0,29.0,Thibaut Courtois,108390,3509
21/22,Corona virus,2021-12-30,2022-01-03,4,1,29.0,Thibaut Courtois,108390,3509
20/21,Minor Knock,2020-10-05,2020-10-15,10,0,28.0,Thibaut Courtois,108390,3509
19/20,Muscle Injury,2020-03-09,2020-03-26,17,0,27.0,Thibaut Courtois,108390,3509
19/20,Gastric problems,2019-10-03,2019-10-07,4,1,27.0,Thibaut Courtois,108390,3509
19/20,Bone buckling,2019-07-29,2019-08-05,7,0,27.0,Thibaut Courtois,108390,3509
18/19,Minor Knock,2019-03-28,2019-03-28,0,0,26.0,Thibaut Courtois,108390,3509
18/19,Hamstring Injury,2019-03-25,2019-04-22,28,5,26.0,Thibaut Courtois,108390,3509
18/19,Hip problems,2019-01-07,2019-01-17,10,3,26.0,Thibaut Courtois,108390,3509
17/18,Muscular problems,2018-03-15,2018-04-05,21,2,25.0,Thibaut Courtois,108390,3509
17/18,Ankle problems,2018-01-18,2018-01-29,11,3,25.0,Thibaut Courtois,108390,3509
16/17,Ankle Injury,2017-04-13,2017-04-20,7,1,24.0,Thibaut Courtois,108390,3509
15/16,Torn Meniscus,2015-09-10,2015-12-03,84,17,23.0,Thibaut Courtois,108390,3509
14/15,Muscular problems,2014-12-08,2014-12-18,10,3,22.0,Thibaut Courtois,108390,3509
13/14,Back trouble,2014-02-06,2014-02-13,7,2,21.0,Thibaut Courtois,108390,3509
21/22,Groin Injury,2021-12-05,2021-12-31,26,1,31.0,Danny Drinkwater,73491,3662
20/21,Unknown Injury,2021-05-08,2021-05-16,8,3,30.0,Danny Drinkwater,73491,3662
20/21,Unknown Injury,2021-04-13,2021-04-19,6,1,30.0,Danny Drinkwater,73491,3662
20/21,Unknown Injury,2021-01-20,2021-02-15,26,6,30.0,Danny Drinkwater,73491,3662
19/20,Unknown Injury,2020-06-11,2020-06-26,15,3,29.0,Danny Drinkwater,73491,3662
19/20,Calf Injury,2020-01-23,2020-02-15,23,2,29.0,Danny Drinkwater,73491,3662
19/20,Ankle Injury,2019-09-05,2019-11-29,85,9,29.0,Danny Drinkwater,73491,3662
18/19,Unknown Injury,2018-11-02,2019-03-09,127,31,28.0,Danny Drinkwater,73491,3662
17/18,Calf Strain,2018-04-11,2018-06-01,51,8,27.0,Danny Drinkwater,73491,3662
17/18,Calf Strain,2017-09-11,2017-10-25,44,10,27.0,Danny Drinkwater,73491,3662
17/18,Thigh Problems,2017-08-03,2017-09-07,35,0,27.0,Danny Drinkwater,73491,3662
16/17,Knee Injury,2016-12-08,2016-12-15,7,2,26.0,Danny Drinkwater,73491,3662
21/22,Tear in the abductor muscle,2022-03-05,2022-03-18,13,2,26.0,Tiemoué Bakayoko,182618,3955
21/22,Muscle Injury,2021-09-12,2021-10-17,35,8,26.0,Tiemoué Bakayoko,182618,3955
20/21,Fever,2020-11-17,2020-11-18,1,0,25.0,Tiemoué Bakayoko,182618,3955
19/20,Sprained Ankle,2019-10-26,2019-11-20,25,3,24.0,Tiemoué Bakayoko,182618,3955
17/18,Knee Surgery,2017-05-25,2017-08-20,87,7,22.0,Tiemoué Bakayoko,182618,3955
16/17,Rest,2016-09-16,2016-09-18,2,1,21.0,Tiemoué Bakayoko,182618,3955
15/16,Ankle Injury,2015-10-10,2015-11-16,37,6,20.0,Tiemoué Bakayoko,182618,3955
14/15,Hamstring Injury,2015-01-14,2015-04-15,91,20,19.0,Tiemoué Bakayoko,182618,3955
19/20,Muscle Injury,2019-09-16,2019-09-20,4,1,26.0,Jesé,134936,3990
18/19,Muscle Injury,2019-02-22,2019-02-27,5,1,25.0,Jesé,134936,3990
16/17,Abdominal Influenza,2017-04-12,2017-04-22,10,1,23.0,Jesé,134936,3990
14/15,Fitness,2014-11-07,2014-12-01,24,4,21.0,Jesé,134936,3990
13/14,Cruciate Ligament Rupture,2014-03-19,2014-11-06,232,34,20.0,Jesé,134936,3990
21/22,Foot Injury,2022-04-15,2022-06-30,76,7,25.0,Oliver McBurnie,298477,3332
21/22,Dead Leg,2022-03-12,2022-03-18,6,2,25.0,Oliver McBurnie,298477,3332
20/21,Metatarsal Fracture,2021-04-12,2021-08-07,117,8,24.0,Oliver McBurnie,298477,3332
20/21,Bruise,2020-12-28,2021-01-29,32,7,24.0,Oliver McBurnie,298477,3332
20/21,Shoulder Injury,2020-12-14,2020-12-25,11,2,24.0,Oliver McBurnie,298477,3332
16/17,Bruise,2017-01-26,2017-02-06,11,2,20.0,Oliver McBurnie,298477,3332
22/23,Minor Knock,2022-10-02,2022-10-15,13,3,24.0,Renato Sanches,258027,3593
22/23,Minor Knock,2022-09-09,2022-09-28,19,3,24.0,Renato Sanches,258027,3593
21/22,Muscle Injury,2022-03-10,2022-04-04,25,4,23.0,Renato Sanches,258027,3593
21/22,Muscle Injury,2021-11-15,2021-11-22,7,1,23.0,Renato Sanches,258027,3593
21/22,Meniscal Injury,2021-08-12,2021-09-30,49,9,23.0,Renato Sanches,258027,3593
21/22,Thigh Problems,2021-07-29,2021-08-05,7,1,23.0,Renato Sanches,258027,3593
20/21,Muscular problems,2021-04-26,2021-05-06,10,1,22.0,Renato Sanches,258027,3593
20/21,Muscular problems,2021-04-12,2021-04-26,14,2,22.0,Renato Sanches,258027,3593
20/21,Muscle Injury,2020-12-10,2021-01-07,28,6,22.0,Renato Sanches,258027,3593
20/21,Muscle Injury,2020-11-12,2020-12-10,28,6,22.0,Renato Sanches,258027,3593
20/21,Hamstring Injury,2020-08-20,2020-09-17,28,3,22.0,Renato Sanches,258027,3593
19/20,Hamstring contusion,2019-09-30,2019-11-04,35,6,21.0,Renato Sanches,258027,3593
18/19,Ankle problems,2019-01-31,2019-02-14,14,3,20.0,Renato Sanches,258027,3593
17/18,Hamstring Injury,2018-01-04,2018-04-23,109,19,19.0,Renato Sanches,258027,3593
17/18,Thigh Problems,2017-10-09,2017-11-20,42,6,19.0,Renato Sanches,258027,3593
16/17,Cold,2017-02-27,2017-03-06,7,2,18.0,Renato Sanches,258027,3593
16/17,Hamstring Injury,2016-07-11,2016-09-08,59,3,18.0,Renato Sanches,258027,3593
21/22,Corona virus,2022-01-01,2022-01-14,13,1,30.0,Marvin Zeegelaar,92899,3484
12/13,Fractured Hand,2013-04-05,2013-09-20,168,13,31.0,Heurelho Gomes,19059,3522
09/10,Thigh Problems,2009-08-22,2009-09-30,39,7,28.0,Heurelho Gomes,19059,3522
08/09,Muscular problems,2009-01-19,2009-02-04,16,4,27.0,Heurelho Gomes,19059,3522
18/19,Calf Injury,2018-11-23,2018-12-10,17,3,27.0,Molla Wagué,129893,3577
16/17,Flu,2016-10-21,2016-10-22,1,0,25.0,Molla Wagué,129893,3577
15/16,Shoulder Injury,2016-05-08,2016-08-31,115,5,24.0,Molla Wagué,129893,3577
15/16,Muscular problems,2016-02-08,2016-03-14,35,5,24.0,Molla Wagué,129893,3577
15/16,Adductor problems,2015-11-23,2015-12-05,12,2,24.0,Molla Wagué,129893,3577
14/15,Muscular problems,2015-04-17,2015-05-21,34,6,23.0,Molla Wagué,129893,3577
16/17,Groin Strain,2017-02-08,2017-05-11,92,11,31.0,Ben Watson,14081,3626
13/14,Fractured Leg,2014-02-25,2014-06-30,125,19,28.0,Ben Watson,14081,3626
12/13,Fractured Leg,2012-11-17,2013-04-25,159,28,27.0,Ben Watson,14081,3626
21/22,Dead Leg,2022-04-21,2022-07-20,90,5,27.0,Sofiane Boufal,232271,3625
20/21,Strain,2020-12-08,2021-01-20,43,7,26.0,Sofiane Boufal,232271,3625
20/21,Knee Injury,2020-11-02,2020-11-25,23,2,26.0,Sofiane Boufal,232271,3625
19/20,Strain,2020-06-20,2020-07-31,41,8,25.0,Sofiane Boufal,232271,3625
19/20,Calf Injury,2020-02-16,2020-02-21,5,0,25.0,Sofiane Boufal,232271,3625
19/20,Ill,2020-01-09,2020-01-10,1,0,25.0,Sofiane Boufal,232271,3625
19/20,Ankle Injury,2019-12-29,2020-01-03,5,1,25.0,Sofiane Boufal,232271,3625
19/20,Toe Injury,2019-11-24,2019-12-20,26,4,25.0,Sofiane Boufal,232271,3625
18/19,Ankle Injury,2018-09-24,2018-09-30,6,1,24.0,Sofiane Boufal,232271,3625
16/17,Knee Injury,2017-01-09,2017-01-30,21,6,22.0,Sofiane Boufal,232271,3625
16/17,Knee Injury,2016-09-05,2016-10-03,28,7,22.0,Sofiane Boufal,232271,3625
19/20,Knock,2019-10-09,2019-10-18,9,0,30.0,Dusan Tadić,36139,3831
19/20,Rest,2019-09-08,2019-09-10,2,0,30.0,Dusan Tadić,36139,3831
16/17,Nose Injury,2016-11-12,2016-12-07,25,5,27.0,Dusan Tadić,36139,3831
14/15,Groin Injury,2015-04-28,2015-06-30,63,4,25.0,Dusan Tadić,36139,3831
14/15,Muscle Injury,2014-12-13,2014-12-26,13,4,25.0,Dusan Tadić,36139,3831
13/14,Knee Injury,2013-07-10,2013-07-30,20,0,24.0,Dusan Tadić,36139,3831
07/08,Ankle Injury,2007-11-06,2007-12-01,25,1,18.0,Dusan Tadić,36139,3831
20/21,Calf Injury,2020-10-20,2020-11-22,33,3,31.0,Erik Pieters,43763,3467
17/18,Hamstring Injury,2018-01-02,2018-01-19,17,2,28.0,Erik Pieters,43763,3467
12/13,Cut,2013-01-18,2013-04-18,90,14,23.0,Erik Pieters,43763,3467
11/12,Metatarsal Fracture,2012-04-12,2012-12-08,240,31,22.0,Erik Pieters,43763,3467
11/12,Metatarsal Fracture,2011-10-15,2012-02-20,128,22,22.0,Erik Pieters,43763,3467
22/23,Knee Problems,2022-10-14,2022-11-11,28,6,29.0,Kevin Wimmer,122675,3611
21/22,Groin Surgery,2021-10-27,2022-02-10,106,11,28.0,Kevin Wimmer,122675,3611
16/17,Hamstring Injury,2016-08-10,2016-08-20,10,2,23.0,Kevin Wimmer,122675,3611
13/14,Torn Muscle Fibre,2014-04-02,2014-04-16,14,2,20.0,Kevin Wimmer,122675,3611
12/13,Bowel Surgery,2013-01-17,2013-10-31,287,37,28.0,Darren Fletcher,3547,4022
11/12,intestial virus,2011-12-13,2012-08-10,241,29,27.0,Darren Fletcher,3547,4022
10/11,Cold,2011-03-10,2011-04-02,23,4,26.0,Darren Fletcher,3547,4022
10/11,Ankle Injury,2010-11-02,2010-11-10,8,3,26.0,Darren Fletcher,3547,4022
08/09,Knee Problems,2008-11-03,2008-11-12,9,3,24.0,Darren Fletcher,3547,4022
07/08,Knee Problems,2008-03-26,2008-04-24,29,7,23.0,Darren Fletcher,3547,4022
20/21,Corona virus,2021-03-16,2021-03-30,14,0,26.0,Saido Berahino,128897,4630
19/20,Unknown Injury,2019-10-29,2019-12-02,34,5,25.0,Saido Berahino,128897,4630
16/17,Fitness,2016-10-12,2017-01-20,100,0,22.0,Saido Berahino,128897,4630
16/17,Knee Surgery,2017-04-05,2017-09-22,170,14,30.0,Ibrahim Afellay,15760,4891
15/16,Knee Injury,2016-04-22,2016-12-12,234,21,29.0,Ibrahim Afellay,15760,4891
12/13,Muscle Injury,2013-01-07,2014-01-23,381,61,26.0,Ibrahim Afellay,15760,4891
12/13,Torn Muscle Fibre,2012-11-14,2013-01-02,49,9,26.0,Ibrahim Afellay,15760,4891
11/12,Cruciate Ligament Rupture,2011-09-22,2012-04-11,202,47,25.0,Ibrahim Afellay,15760,4891
11/12,Muscular problems,2011-07-30,2011-09-03,35,4,25.0,Ibrahim Afellay,15760,4891
08/09,Toe Injury,2008-09-25,2008-10-03,8,2,22.0,Ibrahim Afellay,15760,4891
17/18,Hamstring Injury,2018-03-21,2018-05-13,53,8,33.0,James Collins,12691,3482
17/18,Ankle Injury,2017-09-16,2017-11-28,73,11,33.0,James Collins,12691,3482
16/17,Knock,2016-12-05,2017-01-13,39,7,32.0,James Collins,12691,3482
15/16,Hamstring Injury,2016-03-03,2016-04-11,39,5,31.0,James Collins,12691,3482
13/14,Hamstring Injury,2013-10-17,2013-11-07,21,4,29.0,James Collins,12691,3482
12/13,Hamstring Injury,2013-01-14,2013-02-21,38,6,28.0,James Collins,12691,3482
08/09,Calf Problems,2008-12-14,2008-12-23,9,2,24.0,James Collins,12691,3482
08/09,groin strain,2008-08-14,2008-08-28,14,3,24.0,James Collins,12691,3482
07/08,Cruciate Ligament Rupture,2008-01-24,2008-06-30,158,16,23.0,James Collins,12691,3482
20/21,Shoulder Injury,2021-03-30,2021-04-18,19,4,27.0,Benik Afobe,110858,3278
20/21,Unknown Injury,2020-12-12,2020-12-20,8,3,27.0,Benik Afobe,110858,3278
19/20,Cruciate Ligament Rupture,2019-09-13,2020-05-13,243,33,26.0,Benik Afobe,110858,3278
17/18,Strain,2017-10-28,2017-11-18,21,3,24.0,Benik Afobe,110858,3278
15/16,Hamstring Injury,2016-03-29,2016-04-22,24,3,22.0,Benik Afobe,110858,3278
12/13,Cruciate Ligament Rupture,2013-03-05,2013-10-08,217,18,19.0,Benik Afobe,110858,3278
11/12,groin strain,2011-08-15,2012-02-15,184,16,18.0,Benik Afobe,110858,3278
17/18,Foot Injury,2017-07-01,2017-08-18,48,1,31.0,Yohan Cabaye,29434,3277
16/17,Groin Injury,2016-08-31,2016-09-16,16,1,30.0,Yohan Cabaye,29434,3277
15/16,Knock,2016-01-30,2016-02-05,6,2,29.0,Yohan Cabaye,29434,3277
14/15,Adductor problems,2015-02-16,2015-04-07,50,9,28.0,Yohan Cabaye,29434,3277
12/13,Groin Injury,2012-11-11,2013-01-12,62,15,26.0,Yohan Cabaye,29434,3277
20/21,Knock,2020-10-25,2020-10-29,4,0,23.0,Jairo Riedewald,241481,3591
20/21,Knock,2020-09-13,2020-09-25,12,2,23.0,Jairo Riedewald,241481,3591
19/20,Hamstring Injury,2020-01-06,2020-01-10,4,0,22.0,Jairo Riedewald,241481,3591
19/20,Groin Injury,2019-12-18,2019-12-20,2,0,22.0,Jairo Riedewald,241481,3591
18/19,Knee Injury,2018-09-26,2018-10-20,24,2,21.0,Jairo Riedewald,241481,3591
16/17,Knee Injury,2017-04-10,2017-04-21,11,3,19.0,Jairo Riedewald,241481,3591
16/17,Knee Problems,2016-11-21,2016-11-24,3,1,19.0,Jairo Riedewald,241481,3591
15/16,Ankle Surgery,2016-02-08,2016-04-21,73,10,18.0,Jairo Riedewald,241481,3591
15/16,Knee Problems,2015-11-09,2015-11-19,10,0,18.0,Jairo Riedewald,241481,3591
15/16,Rest,2015-10-29,2015-10-29,0,0,18.0,Jairo Riedewald,241481,3591
14/15,Knee Injury,2015-01-19,2015-01-29,10,1,17.0,Jairo Riedewald,241481,3591
22/23,Thigh Problems,2022-08-08,2022-10-03,56,9,22.0,Reiss Nelson,340325,3571
21/22,Minor Knock,2022-05-12,2022-05-26,14,2,21.0,Reiss Nelson,340325,3571
21/22,Knock,2022-02-14,2022-03-07,21,3,21.0,Reiss Nelson,340325,3571
21/22,Corona virus,2022-02-03,2022-02-14,11,2,21.0,Reiss Nelson,340325,3571
21/22,Groin Injury,2021-09-09,2021-10-04,25,6,21.0,Reiss Nelson,340325,3571
20/21,Head Injury,2020-12-03,2021-01-11,39,11,20.0,Reiss Nelson,340325,3571
20/21,Knee Injury,2020-10-29,2020-11-23,25,5,20.0,Reiss Nelson,340325,3571
19/20,Hamstring Injury,2020-01-09,2020-02-24,46,8,19.0,Reiss Nelson,340325,3571
19/20,Ankle Injury,2019-10-07,2019-11-25,49,8,19.0,Reiss Nelson,340325,3571
18/19,Thigh Problems,2019-03-25,2019-04-11,17,2,18.0,Reiss Nelson,340325,3571
18/19,Back trouble,2019-01-24,2019-01-31,7,1,18.0,Reiss Nelson,340325,3571
21/22,Unknown Injury,2021-10-12,2021-10-17,5,1,26.0,Chancel Mbemba,203348,3044
20/21,Knee Problems,2021-03-05,2021-03-08,3,1,25.0,Chancel Mbemba,203348,3044
20/21,Rest,2021-02-10,2021-02-14,4,2,25.0,Chancel Mbemba,203348,3044
20/21,Muscle Injury,2020-12-27,2021-01-01,5,1,25.0,Chancel Mbemba,203348,3044
18/19,Fitness,2018-09-25,2018-10-05,10,2,23.0,Chancel Mbemba,203348,3044
18/19,Knee Injury,2018-07-25,2018-09-24,61,8,23.0,Chancel Mbemba,203348,3044
15/16,Ankle Injury,2016-02-03,2016-03-20,46,7,20.0,Chancel Mbemba,203348,3044
14/15,Knee Injury,2014-11-06,2014-11-24,18,2,19.0,Chancel Mbemba,203348,3044
17/18,Back Injury,2018-03-05,2018-04-07,33,3,31.0,Rob Elliot,39037,3096
15/16,Knee Injury,2016-03-29,2016-12-12,258,32,29.0,Rob Elliot,39037,3096
14/15,Thigh Muscle Strain,2015-04-16,2015-06-30,75,6,28.0,Rob Elliot,39037,3096
14/15,Hamstring Injury,2014-12-06,2015-03-13,97,16,28.0,Rob Elliot,39037,3096
13/14,Knee Injury,2014-02-26,2014-03-15,17,2,27.0,Rob Elliot,39037,3096
10/11,Elbow Injury,2010-09-16,2010-10-01,15,3,24.0,Rob Elliot,39037,3096
18/19,Unknown Injury,2018-09-30,2018-10-31,31,5,27.0,Henri Saivet,51540,5110
14/15,Hamstring Injury,2015-02-22,2015-03-19,25,3,23.0,Henri Saivet,51540,5110
14/15,Knee Injury,2014-07-29,2014-11-29,123,15,23.0,Henri Saivet,51540,5110
13/14,Thigh Problems,2014-04-26,2014-06-01,36,4,22.0,Henri Saivet,51540,5110
12/13,Shoulder Injury,2013-03-01,2013-03-08,7,2,21.0,Henri Saivet,51540,5110
20/21,Quarantine,2021-04-01,2021-04-30,29,2,21.0,Tom Edwards,430788,3597
20/21,Foot Injury,2020-10-28,2020-11-01,4,1,21.0,Josh Tymon,419929,4122
22/23,Muscle Injury,2022-08-11,2022-08-25,14,2,24.0,Julien Ngoy,286005,4137
21/22,Syndesmotic ligament tear,2021-09-02,2021-11-01,60,8,23.0,Julien Ngoy,286005,4137
18/19,Concussion,2019-01-21,2019-02-08,18,1,20.0,Julien Ngoy,286005,4137
18/19,Ill,2018-10-25,2018-11-02,8,1,20.0,Julien Ngoy,286005,4137
17/18,Thigh Muscle Strain,2017-08-10,2017-09-25,46,7,19.0,Julien Ngoy,286005,4137
19/20,Hamstring Injury,2020-02-16,2021-01-16,335.0,40,25.0,Sam Byram,236953,3586
18/19,Knee Surgery,2018-08-29,2019-04-08,222.0,39,24.0,Sam Byram,236953,3586
17/18,Ankle Injury,2018-03-03,2018-08-13,163.0,2,23.0,Sam Byram,236953,3586
17/18,Thigh Muscle Strain,2017-11-01,2018-01-13,73.0,15,23.0,Sam Byram,236953,3586
16/17,Hamstring Injury,2016-10-01,2017-01-08,99.0,17,22.0,Sam Byram,236953,3586
15/16,Muscle Injury,2016-03-18,2016-04-17,30.0,5,21.0,Sam Byram,236953,3586
21/22,Corona virus,2022-02-03,2022-02-09,6.0,1,28.0,João Mário,149729,4272
21/22,Lumbar vertebrae problems,2021-11-08,2021-11-16,8.0,0,28.0,João Mário,149729,4272
20/21,Foot Injury,2021-02-03,2021-02-06,3.0,1,27.0,João Mário,149729,4272
19/20,Fractured Toe,2019-11-10,2019-12-15,35.0,6,26.0,João Mário,149729,4272
17/18,Tonsillitis,2017-12-09,2017-12-16,7.0,3,24.0,João Mário,149729,4272
17/18,Tonsillitis,2017-10-15,2017-10-20,5.0,1,24.0,João Mário,149729,4272
16/17,Muscle Fatigue,2017-03-02,2017-03-05,3.0,1,23.0,João Mário,149729,4272
16/17,Unknown Injury,2016-09-25,2016-10-02,7.0,3,23.0,João Mário,149729,4272
12/13,Unknown Injury,2013-04-08,2013-05-02,24.0,4,19.0,João Mário,149729,4272
22/23,Knee Surgery,2022-07-04,2022-11-03,122.0,14,23.0,Reece Oxford,314295,4273
21/22,Muscular problems,2021-11-25,2021-12-09,14.0,2,22.0,Reece Oxford,314295,4273
21/22,Meniscal Injury,2021-07-05,2021-08-19,45.0,2,22.0,Reece Oxford,314295,4273
19/20,Dental Surgery,2020-01-20,2020-02-06,17.0,2,20.0,Reece Oxford,314295,4273
19/20,Thigh Problems,2019-10-21,2019-11-04,14.0,2,20.0,Reece Oxford,314295,4273
18/19,Minor Knock,2019-03-21,2019-04-04,14.0,2,19.0,Reece Oxford,314295,4273
17/18,Torn Muscle Fibre,2018-03-12,2018-05-03,52.0,6,18.0,Reece Oxford,314295,4273
17/18,Distortion of the ankle,2018-01-01,2018-01-15,14.0,4,18.0,Reece Oxford,314295,4273
17/18,Ankle problems,2017-08-03,2017-08-17,14.0,1,18.0,Reece Oxford,314295,4273
16/17,Ill,2017-02-23,2017-03-09,14.0,3,17.0,Reece Oxford,314295,4273
16/17,Ankle Injury,2016-10-31,2017-01-05,66.0,11,17.0,Reece Oxford,314295,4273
21/22,Achilles Irritation,2021-11-21,2022-03-04,103.0,19,30.0,Francis Coquelin,74869,3437
20/21,Ankle Injury,2021-02-07,2021-03-09,30.0,6,29.0,Francis Coquelin,74869,3437
20/21,Torn Muscle Fibre,2020-09-28,2020-10-15,17.0,2,29.0,Francis Coquelin,74869,3437
19/20,Muscle Injury,2020-06-19,2020-06-26,7.0,2,28.0,Francis Coquelin,74869,3437
19/20,Hamstring Injury,2020-02-12,2020-03-04,21.0,4,28.0,Francis Coquelin,74869,3437
19/20,Muscle Injury,2019-10-31,2019-11-25,25.0,4,28.0,Francis Coquelin,74869,3437
18/19,Muscle Injury,2019-03-25,2019-04-08,14.0,3,27.0,Francis Coquelin,74869,3437
18/19,Achilles tendon problems,2019-01-20,2019-01-25,5.0,1,27.0,Francis Coquelin,74869,3437
18/19,Calf Injury,2018-12-16,2019-01-11,26.0,3,27.0,Francis Coquelin,74869,3437
18/19,Muscular problems,2018-12-03,2018-12-04,1.0,1,27.0,Francis Coquelin,74869,3437
17/18,Achilles tendon rupture,2018-03-16,2018-09-22,190.0,15,26.0,Francis Coquelin,74869,3437
17/18,Hamstring Injury,2017-09-09,2017-10-12,33.0,7,26.0,Francis Coquelin,74869,3437
17/18,Ankle Injury,2017-07-29,2017-08-07,9.0,1,26.0,Francis Coquelin,74869,3437
16/17,Hamstring Injury,2017-01-03,2017-01-16,13.0,3,25.0,Francis Coquelin,74869,3437
16/17,Knee Injury,2016-09-27,2016-10-17,20.0,3,25.0,Francis Coquelin,74869,3437
15/16,Knee Injury,2015-11-23,2016-01-28,66.0,13,24.0,Francis Coquelin,74869,3437
13/14,Ruptured ankle ligament,2013-12-09,2013-12-30,21.0,3,22.0,Francis Coquelin,74869,3437
12/13,Torn Muscle Fibre,2013-01-21,2013-02-07,17.0,4,21.0,Francis Coquelin,74869,3437
11/12,Thigh Problems,2012-02-20,2012-03-29,38.0,6,20.0,Francis Coquelin,74869,3437
11/12,Thigh Problems,2012-01-09,2012-01-30,21.0,4,20.0,Francis Coquelin,74869,3437
16/17,Knee Surgery,2016-08-24,2017-04-04,223.0,41,27.0,Jérémy Pied,60583,4270
13/14,Tendonitis,2013-11-25,2013-12-15,20.0,4,24.0,Jérémy Pied,60583,4270
13/14,Hamstring Injury,2013-09-14,2013-09-23,9.0,2,24.0,Jérémy Pied,60583,4270
12/13,Hamstring Injury,2013-04-27,2013-05-13,16.0,3,23.0,Jérémy Pied,60583,4270
12/13,Hamstring Injury,2013-02-15,2013-03-11,24.0,4,23.0,Jérémy Pied,60583,4270
12/13,Hamstring Injury,2012-09-14,2012-09-23,9.0,2,23.0,Jérémy Pied,60583,4270
21/22,Cruciate Ligament Injury,2022-03-17,2023-01-12,301.0,40,22.0,Beni Baningime,399369,3582
21/22,Knee Injury,2021-11-25,2022-01-24,60.0,9,22.0,Beni Baningime,399369,3582
18/19,Ankle Injury,2018-07-09,2018-10-22,105.0,11,19.0,Beni Baningime,399369,3582
20/21,Corona virus,2021-05-10,2021-05-16,6.0,2,32.0,Kevin Mirallas,33639,4317
20/21,Groin Injury,2021-01-20,2021-01-25,5.0,2,32.0,Kevin Mirallas,33639,4317
